Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR11933341,2020-06-11 09:51:40,2020-06-05 11:26:48,42688349,2172113761,0,50,761,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933341/SRR11933341.lite.1,SRX8478825,L556,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778768,SAMN15145296,simple,4577,Zea mays,LY042_WW,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,E8552318549C51057117241A9C2DCE9E,0A4B88E77F9868A372C5796A5FCBF23D
SRR11933340,2020-06-11 09:51:40,2020-06-05 11:26:07,42251868,2150343714,0,50,815,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933340/SRR11933340.lite.1,SRX8478826,L557,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778769,SAMN15145297,simple,4577,Zea mays,M153_WS1,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,F567ECE3F316838BA48DE9F3A338B075,8D0746342166327D4065E50FDD9B4DDA
SRR11933339,2020-06-11 09:51:40,2020-06-05 11:25:41,38429689,1954157050,0,50,682,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933339/SRR11933339.lite.1,SRX8478827,L558,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778771,SAMN15145298,simple,4577,Zea mays,M153_WW,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,C8F32D8020B9A4D9FEBBE231C64AC406,771AA6C0D50E60DFDD13A400E9959051
SRR11933338,2020-06-11 09:51:40,2020-06-05 11:32:35,62293765,3148293067,0,50,1396,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11933/SRR11933338/SRR11933338.lite.1,SRX8478828,L559,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778770,SAMN15145299,simple,4577,Zea mays,MO113_WS2,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,9FF704389C461B997381603443B905B9,29DB2E2C76F9CFDB608826043A589597
SRR11933337,2020-06-11 09:51:41,2020-06-05 11:28:09,40253691,2045812577,0,50,890,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933337/SRR11933337.lite.1,SRX8478829,L560,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778772,SAMN15145300,simple,4577,Zea mays,MO113_WW,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,C9EA576F71A335A956BE74653BBB99CB,2AC798B84E9641E56C956A3D5179D2D1
SRR11933335,2020-06-11 09:51:41,2020-06-05 11:26:47,40350915,2056057963,0,50,559,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11933/SRR11933335/SRR11933335.lite.1,SRX8478831,L561,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778774,SAMN15145301,simple,4577,Zea mays,MO17_WS1,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,075142891CFAF99EA0CF3B4F0C238272,34997DA4BFCDC448B00084C636DAD68F
SRR11933334,2020-06-11 09:51:40,2020-06-05 11:32:48,81388615,4111066117,0,50,1919,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933334/SRR11933334.lite.1,SRX8478832,L562,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778778,SAMN15145302,simple,4577,Zea mays,MO17_WS1_REP,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,C80A44675574F1914A21D89E4B0CEFD6,8B87DDB5DB45C0C6AAD64D8408ECA9CE
SRR11933333,2020-06-11 09:51:40,2020-06-05 11:23:36,30383088,1545694341,0,50,644,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933333/SRR11933333.lite.1,SRX8478833,L563,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778777,SAMN15145303,simple,4577,Zea mays,MO17_WS2,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,AF7EA9167E7EB4AA9A1278EA7DD4200F,ADC40EDE38AF65E09B9AC78C0BBB95EA
SRR11933332,2020-06-11 09:51:40,2020-06-05 11:40:26,120562093,5961639445,0,49,3388,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933332/SRR11933332.lite.1,SRX8478834,L564,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778775,SAMN15145304,simple,4577,Zea mays,MO17_WS2_REP,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,CD4F58AB32413BFA38AC5B1701B43E15,111933096728A4644A509A5336EEB732
SRR11933331,2020-06-11 09:51:40,2020-06-05 11:41:36,61287073,3090232448,0,50,1470,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933331/SRR11933331.lite.1,SRX8478835,L565,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778776,SAMN15145305,simple,4577,Zea mays,MO17_WW,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,5BE6F352C4D997303BBAAE84E02DF280,472682DD3ADFF0DD2B7E6A16A7FC180B
SRR11933330,2020-06-11 09:51:40,2020-06-05 11:36:13,45309828,2307056865,0,50,846,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933330/SRR11933330.lite.1,SRX8478836,L566,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778779,SAMN15145306,simple,4577,Zea mays,NAN21-3_WS1,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,1551090BEF2EDE053D56211AE6CC73B9,650DC91CF78C69A217D7CBACECBD5C57
SRR11933329,2020-06-11 09:51:40,2020-06-05 11:24:31,35405550,1712184728,0,48,976,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933329/SRR11933329.lite.1,SRX8478837,L567,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778782,SAMN15145307,simple,4577,Zea mays,NAN21-3_WS2,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,682601683ECDC2467559550F1568A466,36CBE6C83FAFBD914CB0B429630CBC21
SRR11933328,2020-06-11 09:51:40,2020-06-05 11:27:22,41226053,2098174873,0,50,763,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933328/SRR11933328.lite.1,SRX8478838,L568,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778780,SAMN15145308,simple,4577,Zea mays,NAN21-3_WW,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,CAC571C4EA99B880C2ECA2822D9E4798,FBC27B4E98C9774E6495B0395817DFBC
SRR11933327,2020-06-11 09:51:40,2020-06-05 11:25:02,30458555,1415329668,0,46,835,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933327/SRR11933327.lite.1,SRX8478839,L569,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778781,SAMN15145309,simple,4577,Zea mays,P178_WS1,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,9C5EB65FCC7144EB58FC1175C05227C7,87F6E1B92B9F262C26603EDDDA61841A
SRR11933326,2020-06-11 09:51:40,2020-06-05 11:27:02,45443458,2026107755,0,44,1254,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933326/SRR11933326.lite.1,SRX8478840,L570,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778783,SAMN15145310,simple,4577,Zea mays,P178_WS2,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,021A1CE7F60C1C15817A13EB9779733A,55A1E32DBB1D2BAC2A4F68500315896C
SRR11933324,2020-06-11 09:51:40,2020-06-05 11:33:07,93479224,4245138995,0,45,2419,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933324/SRR11933324.lite.1,SRX8478842,L571,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778785,SAMN15145311,simple,4577,Zea mays,P178_WW,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,6B682B29CB5FDCE46DA1F65C7757A762,3B0EA6EE58D27A727FC14ABAEBC168C3
SRR11933323,2020-06-11 09:51:40,2020-06-05 11:28:49,55995615,2807179245,0,50,1301,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933323/SRR11933323.lite.1,SRX8478843,L572,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778786,SAMN15145312,simple,4577,Zea mays,PH4CV_WS1,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,160D8D1F3223431FCFD2F51595743280,1F2DFFD5F49207E778626B84F8CF2DB6
SRR11933322,2020-06-11 09:51:40,2020-06-05 11:29:40,55629019,2749624682,0,49,1346,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933322/SRR11933322.lite.1,SRX8478844,L573,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778789,SAMN15145313,simple,4577,Zea mays,PH4CV_WS2,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,EB3054E25B2946423CAE0A9BE097776C,F94DED21BEF85CAAC63E6DF1389808DD
SRR11933321,2020-06-11 09:51:40,2020-06-05 11:39:32,105284296,5190670746,0,49,2390,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933321/SRR11933321.lite.1,SRX8478845,L574,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778787,SAMN15145314,simple,4577,Zea mays,PH4CV_WW,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,28BB870F05BC581BE27FB4118CBC60DD,0BC8775F09A508D1FC3C3CBC718D9426
SRR11933320,2020-06-11 09:51:40,2020-06-05 11:23:04,23995127,1109677108,0,46,655,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933320/SRR11933320.lite.1,SRX8478846,L575,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778788,SAMN15145315,simple,4577,Zea mays,PH6WC_WS1,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,AF4F6C2A94D5A683640034E26466959A,5AF4667BC9BA12AE43671ED1C23EF0DF
SRR11933319,2020-06-11 09:51:40,2020-06-05 11:31:58,33357052,1480231205,0,44,925,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11933/SRR11933319/SRR11933319.lite.1,SRX8478847,L576,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778790,SAMN15145316,simple,4577,Zea mays,PH6WC_WS2,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,443523963E4450F10E07BDA17DC0092F,52F1AB669899C66F08D53A50E581844C
SRR11933318,2020-06-11 09:51:40,2020-06-05 11:32:42,76403454,3469386395,0,45,1974,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933318/SRR11933318.lite.1,SRX8478848,L577,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778791,SAMN15145317,simple,4577,Zea mays,PH6WC_WW,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,732A904D3EB0FC2E6F90847737DE2F0C,A9651E4C761AF6982B3DD81973D30872
SRR11933317,2020-06-11 09:51:40,2020-06-05 11:23:49,40253335,2048955910,0,50,793,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11933/SRR11933317/SRR11933317.lite.1,SRX8478849,L578,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778792,SAMN15145318,simple,4577,Zea mays,R15X1141_WS1,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,F47718A0857ACE782FD50BC3CAB0A48D,9270D68CD2FB75BE947175D05F654F87
SRR11933316,2020-06-11 09:51:40,2020-06-05 11:30:15,59504105,3029329206,0,50,1073,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933316/SRR11933316.lite.1,SRX8478850,L579,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778793,SAMN15145319,simple,4577,Zea mays,R15X1141_WS2,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,E0F63E5CD5E45A73B48749B7D6971C74,57882F0FFA463A1C8ACBB043E96B2C15
SRR11933315,2020-06-11 09:51:40,2020-06-05 11:22:50,29467728,1499924874,0,50,530,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11933/SRR11933315/SRR11933315.lite.1,SRX8478851,L580,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778794,SAMN15145320,simple,4577,Zea mays,R15X1141_WW,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,5914618868C73DCA65CC47CA1E56CD2D,E15AC80B37979F621B36739E406C5813
SRR11933313,2020-06-11 09:51:40,2020-06-05 11:26:07,42220977,2148312728,0,50,756,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933313/SRR11933313.lite.1,SRX8478853,L581,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778795,SAMN15145321,simple,4577,Zea mays,RY729_WS1,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,C9F3B53826C6D180774F3FFCF5808B66,5D75D07E231D3B9B56DA8B276B03A72E
SRR11933312,2020-06-11 09:51:40,2020-06-05 11:26:35,45964866,2057107258,0,44,1145,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933312/SRR11933312.lite.1,SRX8478854,L582,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778797,SAMN15145322,simple,4577,Zea mays,RY729_WS2,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,9C8B77E4225A6D4D7E917EA77092809F,9766F17A2D6DB10FBFF2FD67CA4170F4
SRR11933311,2020-06-11 09:51:40,2020-06-05 11:28:02,53496301,2709955690,0,50,1031,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11933/SRR11933311/SRR11933311.lite.1,SRX8478855,L583,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778798,SAMN15145323,simple,4577,Zea mays,RY729_WW,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,CFC431B596578492FEC26A5308C4777C,ABAD1A3CDB78526EA6526391218D97D6
SRR11933310,2020-06-11 09:51:40,2020-06-05 11:24:49,47646141,2425805287,0,50,898,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933310/SRR11933310.lite.1,SRX8478856,L584,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778799,SAMN15145324,simple,4577,Zea mays,S22_WS1,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,C4519D466DE63250A3B5E3B33DA1E3B0,C32B0FC2CA1358148F8DDF32F8FA6B6D
SRR11933309,2020-06-11 09:51:40,2020-06-05 11:26:00,45443511,2314659146,0,50,799,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933309/SRR11933309.lite.1,SRX8478857,L585,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778801,SAMN15145325,simple,4577,Zea mays,S22_WS1_REP,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,D95BD8A353CC77F4A7C7B51749B2E302,77EBA1DC41E47EA931E025CDE55E3247
SRR11933308,2020-06-11 09:51:40,2020-06-05 11:26:08,42185728,2147642878,0,50,772,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11933/SRR11933308/SRR11933308.lite.1,SRX8478858,L586,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778800,SAMN15145326,simple,4577,Zea mays,S22_WS2,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,F52D70EBBCF6331F8B33C2E5B376373E,AE7182A2047D8FDF9660F65AAC770AD8
SRR11933307,2020-06-11 09:51:40,2020-06-05 11:21:35,20554674,1008647721,0,49,606,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933307/SRR11933307.lite.1,SRX8478859,L587,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778804,SAMN15145327,simple,4577,Zea mays,S22_WW,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,6E81D49A76BA51E49365A17D67995A89,FE4ABDFBACC0A084916756445DB0A658
SRR11933306,2020-06-11 09:51:40,2020-06-05 11:26:06,47129617,2398908007,0,50,877,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933306/SRR11933306.lite.1,SRX8478860,L588,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778802,SAMN15145328,simple,4577,Zea mays,S22_WW_REP,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,655684009255562B96BCA891774479B0,F44EC41293F45AECF7B4E5E4A685DEE0
SRR11933305,2020-06-11 09:51:40,2020-06-05 11:25:03,50039165,2547880856,0,50,942,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11933/SRR11933305/SRR11933305.lite.1,SRX8478861,L589,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778803,SAMN15145329,simple,4577,Zea mays,SC55_WS1,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,5EC5D617BE4871C7005343CFCD18F5E8,CE2E056C2E13A4FBA9E7F5749D5980B7
SRR11933304,2020-06-11 09:51:40,2020-06-05 11:31:05,46802953,2383889754,0,50,858,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933304/SRR11933304.lite.1,SRX8478862,L590,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778805,SAMN15145330,simple,4577,Zea mays,SC55_WS2,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,B935B641D02DC6991DA873D8AF880BCA,DE62CD4C5EB0F7C5A849DC6723208762
SRR11933302,2020-06-11 09:51:40,2020-06-05 11:27:59,51481549,2610513546,0,50,973,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933302/SRR11933302.lite.1,SRX8478864,L591,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778807,SAMN15145331,simple,4577,Zea mays,SC55_WW,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,54114A39BCDB48B734C646BC3F42AEE4,0BE6FAE77449F0D00A00512ACF96F98D
SRR11933301,2020-06-11 09:51:41,2020-06-05 11:28:13,55230453,2790606376,0,50,1264,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11933/SRR11933301/SRR11933301.lite.1,SRX8478865,L592,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778808,SAMN15145332,simple,4577,Zea mays,SHEN5003_WS1,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,2B5E93E8968DD4FF48955DCA67A87B1C,925AEEEA87E6E68BDEDF315F99B22597
SRR11933300,2020-06-11 09:51:41,2020-06-05 11:28:30,56639427,2880796341,0,50,1234,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933300/SRR11933300.lite.1,SRX8478866,L593,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778811,SAMN15145333,simple,4577,Zea mays,SHEN5003_WS2,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,F193706337475440E15D26C31D94592E,EA1C7610521D6F414F0CFCF7C34D4659
SRR11933299,2020-06-11 09:51:41,2020-06-05 11:21:06,27143221,1342774083,0,49,809,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933299/SRR11933299.lite.1,SRX8478867,L594,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778809,SAMN15145334,simple,4577,Zea mays,SHEN5003_WS2_REP,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,BE86E6D522F8B1D11FEB132F16FB9C79,FC7A6B1650D059E6ED9F38D962D2AEE5
SRR11933298,2020-06-11 09:51:41,2020-06-05 11:19:06,11537840,588189905,0,50,184,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11933/SRR11933298/SRR11933298.lite.1,SRX8478868,L595,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778810,SAMN15145335,simple,4577,Zea mays,SHEN5003_WW,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,C743BA1C961DF87E48BC0E83B412F56F,227789D08AB8227B8F4DE7BA3A7A9BB2
SRR11933297,2020-06-11 09:51:40,2020-06-05 11:28:39,57083774,2883965884,0,50,1322,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933297/SRR11933297.lite.1,SRX8478869,L596,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778812,SAMN15145336,simple,4577,Zea mays,SHEN5003_WW_REP,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,AF1B87A590F593A1858012F5F5B02FCC,170135315501605783CC644855959F87
